bed,scan,vessel,end_mm,meas_mm,beyond15,beyond20,beyond22,beyond25,beyond30,n_leaves,n_leaves_lost_T4
leaky,832,LAD,144.71465258256993,69.9448775312384,79.76977505133154,74.76977505133154,72.76977505133154,69.76977505133152,64.76977505133154,,
leaky,928,LAD,146.83089218554338,49.99991657824714,101.83097560729624,96.83097560729624,94.83097560729625,91.83097560729625,86.83097560729624,,
leaky,984,LAD,151.25930364652254,50.0597528118841,106.19955083463844,101.19955083463844,99.19955083463844,96.19955083463843,91.19955083463843,,
leaky,466,LCX,80.97178092339446,44.991168801670234,40.98061212172423,35.98061212172423,33.980612121724235,30.98061212172423,25.980612121724228,,
leaky,618,LCX,111.58796574768564,44.97983156438476,71.60813418330089,66.60813418330089,64.60813418330089,61.60813418330088,56.60813418330089,,
leaky,621,LCX,123.5929253553036,49.83138415875701,78.7615411965466,73.7615411965466,71.7615411965466,68.76154119654659,63.7615411965466,,
leaky,669,LCX,93.54262300751876,50.31004845933464,48.232574548184125,43.23257454818412,41.232574548184125,38.23257454818412,33.232574548184125,,
leaky,738,LCX,118.73064387078728,44.93526321389304,78.79538065689424,73.79538065689422,71.79538065689424,68.79538065689424,63.79538065689423,,
leaky,806,LCX,128.2686015777096,74.84254445731005,58.426057120399555,53.42605712039956,51.42605712039956,48.42605712039956,43.42605712039957,,
leaky,812,LCX,119.26034739830983,74.90809091345898,49.35225648485085,44.35225648485086,42.352256484850855,39.352256484850855,34.35225648485086,,
leaky,907,LCX,88.27891949029063,50.234362876487815,43.04455661380282,38.04455661380282,36.04455661380282,33.04455661380282,28.04455661380282,,
leaky,87,RCA,122.90314459102095,69.90479855422792,57.99834603679303,52.99834603679303,50.99834603679304,47.99834603679304,42.99834603679303,,
leaky,112,RCA,166.35071937427668,69.78656986487364,101.56414950940304,96.56414950940304,94.56414950940304,91.56414950940304,86.56414950940304,,
leaky,211,RCA,158.91314555117714,70.15742450024563,93.75572105093153,88.75572105093151,86.75572105093151,83.75572105093151,78.75572105093151,,
leaky,448,RCA,232.13437323440962,49.86366641642849,187.27070681798114,182.27070681798114,180.27070681798116,177.27070681798116,172.27070681798116,,
leaky,512,RCA,178.56054145054088,70.21421887512881,113.34632257541206,108.34632257541206,106.34632257541207,103.34632257541207,98.34632257541206,,
leaky,768,RCA,144.61138849880007,70.13347118115121,79.47791731764886,74.47791731764886,72.47791731764886,69.47791731764885,64.47791731764886,,
leaky,830,RCA,116.71484038430201,45.046365895278356,76.66847448902365,71.66847448902365,69.66847448902365,66.66847448902365,61.66847448902366,,
leaky,984,RCA,254.64898935664715,74.85998991814571,184.78899943850143,179.78899943850143,177.78899943850143,174.78899943850143,169.78899943850146,,
leaky,997,RCA,147.3413438106224,70.28257650939914,82.05876730122326,77.05876730122326,75.05876730122327,72.05876730122327,67.05876730122326,,
leaky,14,LAD,127.51843117188497,49.71273752777101,82.80569364411396,77.80569364411396,75.80569364411396,72.80569364411396,67.80569364411396,,
leaky,252,LAD,137.9463475103944,49.831394258937344,93.11495325145705,88.11495325145705,86.11495325145704,83.11495325145704,78.11495325145704,,
leaky,272,LAD,145.29185096347342,69.8881339437118,80.40371701976163,75.40371701976161,73.40371701976161,70.40371701976161,65.40371701976163,,
leaky,549,LAD,121.91969066547394,50.15988572396351,76.75980494151042,71.75980494151042,69.75980494151044,66.75980494151042,61.759804941510424,,
leaky,667,LAD,126.25818098261703,50.087865626496765,81.17031535612027,76.17031535612027,74.17031535612027,71.17031535612027,66.17031535612028,,
leaky,727,LAD,131.9397944725849,45.01412621656501,91.9256682560199,86.92566825601992,84.9256682560199,81.9256682560199,76.9256682560199,,
leaky,757,LAD,162.4373677830243,50.033415317341635,117.40395246568266,112.40395246568268,110.40395246568268,107.40395246568266,102.40395246568268,,
leaky,806,LAD,138.85112046847922,70.20601491172158,73.64510555675764,68.64510555675764,66.64510555675766,63.64510555675765,58.64510555675764,,
leaky,808,LAD,113.64818820533101,69.80485429459013,48.84333391074089,43.84333391074088,41.84333391074088,38.84333391074088,33.843333910740874,,
leaky,3,LCX,121.49667058900637,49.991630537237654,76.50504005176873,71.50504005176872,69.50504005176872,66.50504005176872,61.50504005176872,,
leaky,69,LCX,113.8554227004659,49.9684392268164,68.8869834736495,63.88698347364949,61.88698347364949,58.88698347364949,53.88698347364949,,
leaky,95,LCX,129.1360430624338,50.0291950160317,84.10684804640209,79.10684804640208,77.10684804640208,74.10684804640208,69.10684804640209,,
leaky,196,LCX,111.53443130594765,45.231808904204776,71.30262240174287,66.30262240174287,64.30262240174287,61.302622401742866,56.30262240174287,,
leaky,306,LCX,73.09904149439747,45.0165341010805,33.082507393316966,28.08250739331697,26.082507393316966,23.082507393316966,18.082507393316966,,
leaky,569,LCX,125.12004541947016,70.16305642305117,59.95698899641899,54.956988996418985,52.956988996418985,49.956988996418985,44.95698899641898,,
leaky,698,LCX,94.5488642291401,50.146504952507456,49.40235927663263,44.40235927663264,42.40235927663264,39.40235927663263,34.40235927663264,,
leaky,937,LCX,133.31852417315775,70.00923014238424,68.30929403077351,63.30929403077352,61.30929403077352,58.30929403077352,53.30929403077353,,
leaky,139,RCA,200.84179049076303,45.02423531448223,160.8175551762808,155.8175551762808,153.81755517628082,150.81755517628082,145.81755517628082,,
leaky,272,RCA,163.63952494760076,45.12705342495782,123.51247152264294,118.51247152264294,116.51247152264294,113.51247152264293,108.51247152264293,,
leaky,423,RCA,180.71553081981614,70.1126186540107,115.60291216580544,110.60291216580544,108.60291216580545,105.60291216580545,100.60291216580544,,
leaky,466,RCA,228.17475519292287,75.13968239699106,158.03507279593182,153.03507279593182,151.03507279593182,148.0350727959318,143.0350727959318,,
leaky,473,RCA,172.4721763024118,74.92332134662954,102.54885495578228,97.54885495578229,95.54885495578229,92.54885495578229,87.54885495578229,,
leaky,546,RCA,164.71455754810043,45.05889055329854,124.6556669948019,119.6556669948019,117.6556669948019,114.65566699480189,109.65566699480189,,
leaky,725,RCA,144.82858778874868,49.88108607591324,99.94750171283545,94.94750171283545,92.94750171283545,89.94750171283545,84.94750171283545,,
leaky,812,RCA,203.27387166813546,45.24804965446712,163.02582201366832,158.02582201366832,156.02582201366832,153.02582201366832,148.02582201366835,,
leaky,244,LAD,85.44494320288273,45.06709377077466,45.37784943210806,40.37784943210806,38.377849432108064,35.37784943210806,30.377849432108057,,
leaky,461,LAD,158.0258575367332,50.00615327476118,113.01970426197202,108.01970426197202,106.01970426197202,103.01970426197202,98.01970426197201,,
leaky,751,LAD,148.01419152545304,50.00046122668565,103.01373029876737,98.01373029876738,96.01373029876737,93.01373029876737,88.01373029876738,,
leaky,825,LAD,105.99339721952494,50.23663445645797,60.75676276306697,55.75676276306697,53.75676276306698,50.75676276306697,45.75676276306698,,
leaky,937,LAD,139.56977833712315,49.939101145933904,94.63067719118924,89.63067719118924,87.63067719118925,84.63067719118925,79.63067719118924,,
leaky,958,LAD,148.25995859571032,49.798597725021864,103.46136087068844,98.46136087068845,96.46136087068845,93.46136087068845,88.46136087068845,,
leaky,984,LAD,151.25930364652254,50.0597528118841,106.19955083463844,101.19955083463844,99.19955083463844,96.19955083463843,91.19955083463843,,
leaky,985,LAD,174.5637216801508,75.03901258313017,104.52470909702063,99.52470909702063,97.52470909702063,94.52470909702063,89.52470909702063,,
leaky,43,LCX,161.07056783579685,45.0063022854999,121.06426555029695,116.06426555029695,114.06426555029695,111.06426555029694,106.06426555029695,,
leaky,52,LCX,94.00427717444859,44.83468693338089,54.1695902410677,49.16959024106771,47.1695902410677,44.1695902410677,39.1695902410677,,
leaky,129,LCX,52.35832150306873,44.976997438259566,12.381324064809164,7.381324064809166,5.381324064809172,2.381324064809169,-2.6186759351908355,,
leaky,368,LCX,97.27265460172647,69.66693194901575,32.60572265271074,27.605722652710732,25.605722652710732,22.60572265271073,17.605722652710725,,
leaky,466,LCX,80.97178092339446,44.991168801670234,40.98061212172423,35.98061212172423,33.980612121724235,30.98061212172423,25.980612121724228,,
leaky,544,LCX,109.20179584713757,44.923112737589356,69.27868310954821,64.27868310954821,62.27868310954822,59.27868310954822,54.27868310954821,,
leaky,580,LCX,110.11119012495642,50.15294442210252,64.95824570285389,59.958245702853894,57.958245702853894,54.95824570285389,49.958245702853894,,
leaky,667,LCX,85.25226481995406,70.00121727664909,20.251047543304963,15.251047543304974,13.251047543304972,10.25104754330497,5.2510475433049795,,
leaky,832,LCX,123.01440716375478,44.94396280531324,83.07044435844153,78.07044435844155,76.07044435844153,73.07044435844153,68.07044435844153,,
leaky,85,RCA,163.1045978851682,44.888795682743854,123.21580220242434,118.21580220242436,116.21580220242434,113.21580220242434,108.21580220242436,,
leaky,88,RCA,139.44218124020313,44.86649667425697,99.57568456594616,94.57568456594618,92.57568456594618,89.57568456594616,84.57568456594616,,
leaky,324,RCA,197.4829921993256,45.08596974058825,157.39702245873733,152.39702245873733,150.39702245873733,147.39702245873733,142.39702245873733,,
leaky,363,RCA,134.94401422292555,44.91355076737626,95.0304634555493,90.03046345554928,88.03046345554928,85.03046345554928,80.0304634555493,,
leaky,496,RCA,143.40762332804937,70.14572773037949,78.26189559766988,73.26189559766989,71.26189559766989,68.26189559766989,63.2618955976699,,
leaky,869,RCA,170.21816584207392,74.72359006699871,100.4945757750752,95.4945757750752,93.4945757750752,90.4945757750752,85.49457577507522,,
leaky,984,RCA,254.64898935664715,49.774571490839584,209.87441786580757,204.87441786580757,202.87441786580757,199.87441786580757,194.87441786580757,,
leaky,997,RCA,147.3413438106224,50.00768192486933,102.33366188575305,97.33366188575306,95.33366188575306,92.33366188575305,87.33366188575306,,
leaky,138,LAD,154.17206206378066,49.80597121377847,109.36609085000218,104.36609085000218,102.36609085000217,99.36609085000217,94.36609085000217,,
leaky,274,LAD,136.3374704056207,74.99995708411284,66.33751332150788,61.337513321507885,59.337513321507885,56.337513321507885,51.33751332150788,,
leaky,324,LAD,98.8234732300854,45.004376306395145,58.81909692369027,53.81909692369026,51.81909692369027,48.81909692369026,43.81909692369027,,
leaky,335,LAD,145.5863917514542,50.020921388932024,100.56547036252216,95.56547036252216,93.56547036252216,90.56547036252216,85.56547036252216,,
leaky,488,LAD,136.3944526552167,49.91363581219728,91.4808168430194,86.48081684301941,84.48081684301941,81.4808168430194,76.48081684301941,,
leaky,549,LAD,121.91969066547394,50.15988572396351,76.75980494151042,71.75980494151042,69.75980494151044,66.75980494151042,61.759804941510424,,
leaky,751,LAD,148.01419152545304,45.00046122668566,108.01373029876737,103.01373029876737,101.01373029876738,98.01373029876738,93.01373029876737,,
leaky,758,LAD,155.31932885277936,75.29160221549739,85.02772663728194,80.02772663728196,78.02772663728196,75.02772663728196,70.02772663728196,,
leaky,52,LCX,94.00427717444859,44.83468693338089,54.1695902410677,49.16959024106771,47.1695902410677,44.1695902410677,39.1695902410677,,
leaky,69,LCX,113.8554227004659,49.9684392268164,68.8869834736495,63.88698347364949,61.88698347364949,58.88698347364949,53.88698347364949,,
leaky,151,LCX,114.87352095262786,49.86397689697192,70.00954405565594,65.00954405565594,63.00954405565594,60.00954405565594,55.00954405565594,,
leaky,473,LCX,87.66800870111047,50.0230007859564,42.645007915154075,37.645007915154075,35.645007915154075,32.645007915154075,27.64500791515408,,
leaky,569,LCX,125.12004541947016,49.771917969129944,80.34812745034023,75.34812745034023,73.34812745034023,70.34812745034021,65.34812745034021,,
leaky,754,LCX,134.71380094512838,74.76046744807257,64.95333349705581,59.95333349705581,57.95333349705581,54.95333349705581,49.9533334970558,,
leaky,847,LCX,135.3589813126953,45.04105712991414,95.31792418278117,90.31792418278117,88.31792418278117,85.31792418278117,80.31792418278117,,
leaky,928,LCX,108.05493842693792,50.11888359909025,62.93605482784767,57.93605482784766,55.93605482784766,52.93605482784766,47.93605482784766,,
leaky,125,RCA,140.8901994371341,70.10188404693687,75.78831539019723,70.78831539019723,68.78831539019723,65.78831539019723,60.78831539019723,,
leaky,335,RCA,170.34102133334838,45.18522192282745,130.15579941052093,125.15579941052094,123.15579941052093,120.15579941052093,115.15579941052093,,
leaky,544,RCA,126.77269347068479,45.044513119275386,86.7281803514094,81.72818035140939,79.7281803514094,76.7281803514094,71.7281803514094,,
leaky,621,RCA,110.3498379265192,49.859630432145586,65.49020749437362,60.490207494373614,58.490207494373614,55.490207494373614,50.490207494373614,,
leaky,683,RCA,129.45826434934466,50.17259932856878,84.28566502077588,79.28566502077587,77.28566502077588,74.28566502077588,69.28566502077588,,
leaky,813,RCA,117.47659460793108,69.84648498929272,52.63010961863836,47.63010961863835,45.63010961863835,42.63010961863835,37.63010961863836,,
leaky,825,RCA,137.91574356128123,70.16503552458168,72.75070803669955,67.75070803669954,65.75070803669955,62.75070803669955,57.75070803669954,,
leaky,869,RCA,170.21816584207392,44.95189915638495,130.26626668568898,125.26626668568896,123.26626668568896,120.26626668568896,115.26626668568898,,
leaky,980,RCA,208.78394236103964,49.938627914088265,163.8453144469514,158.8453144469514,156.8453144469514,153.84531444695136,148.84531444695136,,
leaky,43,LAD,146.59621679290748,75.00140557987113,76.59481121303637,71.59481121303637,69.59481121303638,66.59481121303637,61.594811213036365,,
leaky,211,LAD,182.25627148511202,70.23103991889933,117.0252315662127,112.02523156621271,110.0252315662127,107.0252315662127,102.02523156621271,,
leaky,244,LAD,85.44494320288273,45.06709377077466,45.37784943210806,40.37784943210806,38.377849432108064,35.37784943210806,30.377849432108057,,
leaky,274,LAD,136.3374704056207,50.206916253571016,91.13055415204971,86.1305541520497,84.1305541520497,81.1305541520497,76.1305541520497,,
leaky,328,LAD,160.8587640117488,69.83893543460094,96.01982857714788,91.01982857714786,89.01982857714788,86.01982857714788,81.01982857714788,,
leaky,461,LAD,158.0258575367332,69.9864715609402,93.03938597579301,88.039385975793,86.039385975793,83.039385975793,78.039385975793,,
leaky,808,LAD,113.64818820533101,50.22104319197704,68.42714501335398,63.42714501335397,61.42714501335397,58.42714501335397,53.42714501335397,,
leaky,947,LAD,127.6268993413795,44.75842055258273,87.86847878879676,82.86847878879678,80.86847878879678,77.86847878879676,72.86847878879676,,
leaky,45,LCX,111.41587835884596,44.77512695646411,71.64075140238185,66.64075140238185,64.64075140238185,61.640751402381845,56.64075140238185,,
leaky,273,LCX,108.82953831938963,44.95499308560809,68.87454523378155,63.87454523378154,61.87454523378154,58.87454523378154,53.87454523378155,,
leaky,406,LCX,105.2296487356513,44.862160334066964,65.36748840158434,60.36748840158433,58.36748840158433,55.367488401584325,50.36748840158434,,
leaky,580,LCX,110.11119012495642,45.15294442210253,69.95824570285389,64.95824570285389,62.958245702853894,59.958245702853894,54.95824570285389,,
leaky,659,LCX,64.32907979289658,45.11487447836576,24.21420531453082,19.214205314530815,17.214205314530815,14.214205314530812,9.21420531453082,,
leaky,690,LCX,139.4128645694501,44.86529068323489,99.54757388621522,94.5475738862152,92.5475738862152,89.5475738862152,84.54757388621522,,
leaky,789,LCX,109.21797279196895,45.066577790198664,69.15139500177028,64.15139500177028,62.151395001770275,59.151395001770275,54.15139500177028,,
leaky,844,LCX,109.12742778427335,45.0133378106911,69.11408997358225,64.11408997358225,62.11408997358225,59.11408997358225,54.11408997358225,,
leaky,908,LCX,130.04299547390573,74.82377769150435,60.2192177824014,55.219217782401394,53.21921778240141,50.2192177824014,45.2192177824014,,
leaky,3,RCA,142.24986797924512,45.118287962681336,102.13158001656379,97.1315800165638,95.1315800165638,92.1315800165638,87.13158001656379,,
leaky,95,RCA,155.35882600590418,69.81578467937456,90.54304132652962,85.5430413265296,83.54304132652962,80.54304132652962,75.54304132652962,,
leaky,272,RCA,163.63952494760076,45.12705342495782,123.51247152264294,118.51247152264294,116.51247152264294,113.51247152264293,108.51247152264293,,
leaky,616,RCA,166.81383586090732,49.80104566822514,122.01279019268217,117.01279019268216,115.01279019268217,112.01279019268217,107.01279019268217,,
leaky,625,RCA,216.4394772270642,44.895479772831656,176.54399745423254,171.54399745423254,169.54399745423254,166.54399745423254,161.54399745423254,,
leaky,683,RCA,129.45826434934466,69.98975060333743,64.46851374600723,59.468513746007226,57.468513746007226,54.468513746007226,49.46851374600722,,
leaky,830,RCA,116.71484038430201,45.046365895278356,76.66847448902365,71.66847448902365,69.66847448902365,66.66847448902365,61.66847448902366,,
leaky,890,RCA,143.55768349337907,74.81164958838905,73.74603390499004,68.74603390499004,66.74603390499004,63.746033904990036,58.74603390499004,,
discrete,102,LAD,151.38470365641612,75.10708780773706,81.27761584867906,76.27761584867906,74.27761584867906,71.27761584867906,66.27761584867906,6.0,4.0
discrete,280,LAD,117.3626932642807,50.18735312051434,72.17534014376636,67.17534014376636,65.17534014376636,62.17534014376636,57.17534014376636,6.0,5.0
discrete,306,LAD,152.4151328114401,49.92589106323847,107.48924174820162,102.48924174820162,100.48924174820162,97.48924174820162,92.48924174820162,6.0,5.0
discrete,335,LAD,132.51795941774176,45.02092138893202,92.49703802880977,87.49703802880975,85.49703802880975,82.49703802880975,77.49703802880975,4.0,4.0
discrete,368,LAD,135.15187570216546,70.19147327975625,69.9604024224092,64.96040242240919,62.96040242240919,59.96040242240919,54.96040242240918,6.0,5.0
discrete,621,LAD,148.2898989506847,74.80585835989483,78.48404059078985,73.48404059078985,71.48404059078985,68.48404059078985,63.48404059078985,9.0,5.0
discrete,661,LAD,60.696815227891506,49.93649882646793,15.760316401423578,10.760316401423573,8.760316401423578,5.760316401423577,0.7603164014235788,6.0,4.0
discrete,690,LAD,88.93266985307858,50.148711249596964,43.783958603481615,38.78395860348162,36.783958603481615,33.783958603481615,28.78395860348162,5.0,3.0
discrete,935,LAD,143.97409673078656,49.908810047784854,99.06528668300172,94.0652866830017,92.0652866830017,89.0652866830017,84.0652866830017,3.0,3.0
discrete,151,LCX,113.14185856086036,49.86397689697192,68.27788166388842,63.27788166388844,61.27788166388844,58.27788166388844,53.27788166388844,7.0,4.0
discrete,196,LCX,94.57533612389528,45.231808904204776,54.34352721969051,49.3435272196905,47.34352721969051,44.3435272196905,39.34352721969051,3.0,3.0
discrete,273,LCX,103.4284729219669,44.95499308560809,63.47347983635881,58.47347983635881,56.473479836358806,53.473479836358806,48.47347983635881,7.0,6.0
discrete,659,LCX,64.32907979289658,45.11487447836576,24.21420531453082,19.214205314530815,17.214205314530815,14.214205314530812,9.21420531453082,6.0,4.0
discrete,754,LCX,131.54571631660394,74.76046744807257,61.785248868531376,56.78524886853137,54.78524886853137,51.78524886853136,46.78524886853136,6.0,5.0
discrete,847,LCX,125.30137680635801,45.04105712991414,85.26031967644386,80.26031967644387,78.26031967644387,75.26031967644387,70.26031967644386,4.0,4.0
discrete,908,LCX,119.6458372905506,74.82377769150435,49.822059599046256,44.822059599046256,42.82205959904627,39.82205959904626,34.82205959904626,7.0,4.0
discrete,935,LCX,113.20308080466995,49.924791181305785,68.27828962336417,63.27828962336417,61.278289623364174,58.27828962336417,53.278289623364174,3.0,3.0
discrete,42,RCA,161.25562491796808,50.16524154177246,116.09038337619562,111.09038337619562,109.09038337619562,106.09038337619562,101.09038337619562,3.0,3.0
discrete,69,RCA,175.88803052692626,44.914479137268,135.97355138965824,130.97355138965824,128.97355138965827,125.97355138965827,120.97355138965825,2.0,1.0
discrete,341,RCA,153.37725031210584,44.74999776504346,113.62725254706238,108.62725254706237,106.62725254706237,103.62725254706237,98.62725254706237,3.0,3.0
discrete,465,RCA,190.92067735825995,49.80994262585145,146.1107347324085,141.1107347324085,139.1107347324085,136.1107347324085,131.1107347324085,2.0,2.0
discrete,544,RCA,122.11540780280836,70.15317307644558,56.96223472636277,51.96223472636277,49.96223472636277,46.962234726362766,41.96223472636277,2.0,2.0
discrete,675,RCA,170.0500142676311,69.76935892406905,105.28065534356207,100.28065534356206,98.28065534356206,95.28065534356206,90.28065534356206,2.0,1.0
discrete,725,RCA,144.82858778874868,49.88108607591324,99.94750171283545,94.94750171283545,92.94750171283545,89.94750171283545,84.94750171283545,2.0,1.0
discrete,928,RCA,119.27939723895318,45.063863185331876,79.21553405362131,74.2155340536213,72.21553405362131,69.21553405362131,64.21553405362131,3.0,3.0
discrete,3,LAD,136.48100963792868,49.79604577575428,91.6849638621744,86.68496386217438,84.68496386217438,81.68496386217438,76.68496386217438,6.0,3.0
discrete,102,LAD,151.38470365641612,45.059147209134984,111.32555644728114,106.32555644728114,104.32555644728114,101.32555644728114,96.32555644728113,6.0,4.0
discrete,593,LAD,137.62208344986374,44.89001461236494,97.7320688374988,92.73206883749879,90.73206883749879,87.73206883749879,82.73206883749879,5.0,3.0
discrete,757,LAD,162.4373677830243,74.87601499565751,92.5613527873668,87.56135278736679,85.56135278736679,82.56135278736679,77.5613527873668,6.0,4.0
discrete,832,LAD,140.04805674500506,69.9448775312384,75.10317921376667,70.10317921376667,68.10317921376665,65.10317921376665,60.103179213766666,6.0,6.0
discrete,928,LAD,146.83089218554338,49.99991657824714,101.83097560729624,96.83097560729624,94.83097560729625,91.83097560729625,86.83097560729624,5.0,3.0
discrete,984,LAD,151.25930364652254,50.0597528118841,106.19955083463844,101.19955083463844,99.19955083463844,96.19955083463843,91.19955083463843,7.0,5.0
discrete,466,LCX,80.97178092339446,44.991168801670234,40.98061212172423,35.98061212172423,33.980612121724235,30.98061212172423,25.980612121724228,4.0,3.0
discrete,618,LCX,110.90514794094756,44.97983156438476,70.92531637656279,65.92531637656279,63.92531637656279,60.92531637656279,55.9253163765628,7.0,5.0
discrete,621,LCX,123.5929253553036,49.83138415875701,78.7615411965466,73.7615411965466,71.7615411965466,68.76154119654659,63.7615411965466,9.0,5.0
discrete,669,LCX,86.00938735558098,50.31004845933464,40.69933889624636,35.69933889624635,33.69933889624636,30.699338896246356,25.699338896246356,6.0,5.0
discrete,738,LCX,115.17409611477643,44.93526321389304,75.23883290088338,70.2388329008834,68.2388329008834,65.2388329008834,60.23883290088339,6.0,5.0
discrete,806,LCX,128.2686015777096,74.84254445731005,58.426057120399555,53.42605712039956,51.42605712039956,48.42605712039956,43.42605712039957,5.0,3.0
discrete,812,LCX,110.58049552726028,74.90809091345898,40.6724046138013,35.672404613801305,33.672404613801305,30.6724046138013,25.672404613801312,6.0,5.0
discrete,907,LCX,80.07330959365012,50.234362876487815,34.8389467171623,29.838946717162308,27.838946717162305,24.8389467171623,19.838946717162305,7.0,6.0
discrete,87,RCA,122.90314459102095,69.90479855422792,57.99834603679303,52.99834603679303,50.99834603679304,47.99834603679304,42.99834603679303,1.0,1.0
discrete,112,RCA,143.0215957414343,69.78656986487364,78.23502587656067,73.23502587656067,71.23502587656067,68.23502587656066,63.23502587656067,1.0,1.0
discrete,211,RCA,158.91314555117714,70.15742450024563,93.75572105093153,88.75572105093151,86.75572105093151,83.75572105093151,78.75572105093151,2.0,1.0
discrete,448,RCA,213.0575309889719,49.86366641642849,168.19386457254342,163.19386457254342,161.19386457254342,158.19386457254342,153.19386457254342,2.0,2.0
discrete,512,RCA,176.8251602780291,70.21421887512881,111.6109414029003,106.6109414029003,104.61094140290031,101.61094140290031,96.61094140290031,2.0,2.0
discrete,768,RCA,118.62034708288417,70.13347118115121,53.48687590173296,48.48687590173295,46.48687590173295,43.486875901732944,38.48687590173296,2.0,1.0
discrete,830,RCA,116.71484038430201,45.046365895278356,76.66847448902365,71.66847448902365,69.66847448902365,66.66847448902365,61.66847448902366,2.0,2.0
discrete,984,RCA,240.2760826644933,74.85998991814571,170.41609274634757,165.41609274634757,163.41609274634757,160.41609274634757,155.4160927463476,3.0,2.0
discrete,997,RCA,137.30702123234678,70.28257650939914,72.02444472294765,67.02444472294765,65.02444472294766,62.024444722947656,57.024444722947656,3.0,2.0
